building_number,center_x,center_y,area_pixels,label_id
218,873,393,1,218
219,741,394,1,219
220,1236,409,1405,220
221,983,397,1,221
222,1336,408,638,222
223,165,399,1,223
224,619,400,10,224
225,634,401,15,225
226,1300,411,310,226
227,755,400,1,227
228,757,401,2,228
229,466,448,1283,229
230,749,403,1,230
231,151,404,1,231
232,348,418,408,232
233,557,405,12,233
234,289,406,1,234
235,302,406,1,235
236,1145,463,1700,236
237,334,409,1,237
238,885,410,13,238
239,66,411,2,239
240,728,411,1,240
241,750,411,1,241
242,640,415,3,242
243,880,422,30,243
244,887,417,1,244
245,1172,427,252,245
246,764,421,1,246
247,108,422,4,247
248,286,422,3,248
249,574,423,2,249
250,635,423,1,250
251,861,423,1,251
252,926,504,8592,252
253,641,424,1,253
254,790,425,1,254
255,363,426,1,255
256,405,490,1701,256
257,654,427,1,257
258,845,429,2,258
259,620,534,6026,259
260,775,430,2,260
261,1140,431,28,261
262,1281,454,1179,262
263,338,434,1,263
264,847,436,4,264
265,1102,437,3,265
266,835,443,1,266
267,608,446,26,267
268,947,445,1,268
269,1376,451,170,269
270,817,446,1,270
271,361,508,2310,271
272,1146,450,1,272
273,217,453,4,273
274,699,453,1,274
275,1032,453,36,275
276,231,456,2,276
277,703,457,1,277
278,1147,459,1,278
279,1046,462,1,279
280,1260,590,18714,280
281,1033,465,3,281
282,760,467,1,282
283,1028,466,1,283
284,1495,477,115,284
285,603,470,1,285
286,1144,471,3,286
287,856,472,1,287
288,1032,472,2,288
289,355,474,1,289
290,836,475,2,290
291,349,478,3,291
292,620,479,1,292
293,696,479,1,293
294,827,479,1,294
295,16,528,1349,295
296,123,539,6970,296
297,1141,484,1,297
298,683,491,24,298
299,741,488,2,299
300,946,489,1,300
301,1349,488,13,301
302,65,499,41,302
303,333,493,1,303
304,1480,547,717,304
305,1348,495,17,305
306,126,504,41,306
307,612,500,1,307
308,1046,500,3,308
309,1236,500,1,309
310,1242,500,1,310
311,731,503,2,311
312,787,504,2,312
313,951,504,1,313
314,707,508,5,314
315,779,506,2,315
316,1046,507,1,316
317,1209,506,2,317
318,700,510,13,318
319,1257,509,1,319
320,1342,508,11,320
321,357,512,1,321
322,1090,512,1,322
323,754,517,2,323
324,790,517,2,324
325,1251,517,1,325
326,1249,519,1,326
327,310,525,1,327
328,323,525,1,328
329,347,529,4,329
330,952,531,2,330
331,997,533,2,331
332,1113,559,723,332
333,1259,537,15,333
334,4,541,51,334
335,883,562,711,335
336,962,537,1,336
337,206,539,1,337
338,712,538,2,338
339,1151,540,3,339
340,1246,542,9,340
341,1315,541,1,341
342,1302,542,2,342
343,1067,546,1,343
344,0,550,4,344
345,1300,549,24,345
346,1498,558,39,346
347,8,552,3,347
348,890,553,1,348
349,271,565,177,349
350,4,564,3,350
351,41,564,14,351
352,1241,564,2,352
353,180,567,2,353
354,763,569,59,354
355,1493,567,2,355
356,120,575,40,356
357,17,575,1,357
358,1215,574,1,358
359,555,584,4,359
360,52,637,3905,360
361,527,593,2,361
362,716,592,1,362
363,766,592,1,363
364,1089,628,2220,364
365,915,631,1456,365
366,54,599,1,366
367,841,651,2962,367
368,998,616,685,368
369,1145,602,1,369
370,357,704,3204,370
371,1320,605,2,371
372,351,607,1,372
373,863,606,2,373
374,1158,607,1,374
375,1365,608,40,375
376,1448,668,1393,376
377,36,611,3,377
378,196,628,377,378
379,1064,610,1,379
380,1066,611,3,380
381,1079,610,3,381
382,186,612,1,382
383,360,612,1,383
384,704,666,6079,384
385,670,615,1,385
386,195,617,2,386
387,1313,620,10,387
388,1323,618,4,388
389,1189,622,1,389
390,1194,622,1,390
391,1196,623,1,391
392,186,624,1,392
393,447,662,1819,393
394,1282,627,41,394
395,114,628,1,395
396,1253,629,38,396
397,1069,630,66,397
398,108,632,3,398
399,782,632,1,399
400,4,639,1,400
401,156,663,677,401
402,440,638,3,402
403,771,639,1,403
404,974,714,7732,404
405,1058,640,1,405
406,81,643,1,406
407,748,642,2,407
408,703,647,1,408
409,730,646,1,409
410,1083,649,1,410
411,716,650,2,411
412,1094,651,1,412
413,900,653,1,413
414,0,655,7,414
415,67,664,3,415
416,446,664,1,416
417,0,673,25,417
418,583,673,1,418
419,1094,721,3062,419
420,1231,739,4637,420
421,8,676,1,421
422,79,789,5792,422
423,1199,698,1304,423
424,522,751,2809,424
425,617,682,1,425
426,707,682,1,426
427,443,687,1,427
428,1278,701,707,428
429,0,693,11,429
430,245,784,4723,430
431,363,691,1,431
432,919,691,1,432
433,1491,701,184,433
434,152,764,2589,434
435,300,703,3,435
436,21,705,1,436
437,445,771,3940,437
438,732,738,8357,438
439,90,711,1,439
440,508,714,18,440
441,815,717,4,441
442,831,717,1,442
443,805,718,1,443
444,16,795,2288,444
445,724,721,1,445
446,1354,747,654,446
447,733,722,1,447
448,439,725,1,448
449,805,724,1,449
450,633,727,1,450
451,1036,727,3,451
452,0,734,3,452
453,471,734,4,453
454,505,733,3,454
455,1321,734,1,455
456,103,738,23,456
457,1328,741,2,457
458,0,743,4,458
459,306,749,1,459
460,336,748,1,460
461,674,749,1,461
462,728,751,1,462
463,717,753,1,463
464,1324,752,1,464
465,432,755,1,465
466,1186,754,3,466
467,1303,755,1,467
468,1155,756,1,468
469,1169,757,1,469
470,227,758,1,470
471,468,759,3,471
472,62,760,3,472
473,830,760,1,473
474,1261,760,1,474
475,217,764,2,475
476,431,764,1,476
477,236,767,1,477
478,14,769,1,478
479,290,773,1,479
480,1191,808,6781,480
481,974,811,3785,481
482,1322,884,4185,482
483,748,812,8839,483
484,1419,820,1192,484
485,254,784,1,485
486,726,789,2,486
487,169,793,2,487
488,763,793,1,488
489,1279,793,2,489
490,682,795,1,490
491,355,796,1,491
492,700,796,1,492
493,974,796,1,493
494,1483,825,396,494
495,198,800,1,495
496,209,801,3,496
497,349,802,3,497
498,223,804,1,498
499,1142,806,10,499
500,16,809,3,500
501,462,809,1,501
502,361,811,1,502
503,521,828,909,503
504,882,814,1,504
505,130,943,6630,505
506,326,816,1,506
507,1179,816,1,507
508,883,818,1,508
509,659,823,1,509
510,663,823,1,510
511,1235,822,1,511
512,70,825,8,512
513,90,828,3,513
514,250,868,3651,514
515,446,830,1,515
516,463,831,1,516
517,51,833,2,517
518,792,833,1,518
519,1159,835,1,519
520,206,837,1,520
521,731,837,8,521
522,234,849,38,522
523,354,924,4692,523
524,435,923,5278,524
525,122,851,1,525
526,516,930,4963,526
527,955,878,1553,527
528,1031,886,2089,528
529,1185,883,5525,529
530,826,871,1032,530
531,181,856,1,531
532,901,888,1151,532
533,70,859,7,533
534,196,860,3,534
535,511,860,1,535
536,1472,889,701,536
537,188,864,2,537
538,1244,865,1,538
539,1250,865,2,539
540,961,870,1,540
541,1402,914,1284,541
542,208,875,1,542
543,528,878,18,543
544,808,874,1,544
545,79,881,19,545
546,208,880,2,546
547,946,889,3,547
548,1057,889,1,548
549,217,918,1430,549
550,1182,893,6,550
551,8,938,735,551
552,54,982,4169,552
553,834,899,1,553
554,835,931,781,554
555,847,899,1,555
556,1035,910,298,556
557,905,902,1,557
558,1255,903,3,558
559,1251,904,1,559
560,178,906,2,560
561,836,907,1,561
562,845,907,1,562
563,18,913,2,563
564,282,945,1567,564
565,752,921,190,565
566,193,916,1,566
567,45,925,1,567
568,449,925,1,568
569,1047,978,2417,569
570,1181,969,6449,570
571,992,956,2300,571
572,40,934,1,572
573,925,962,861,573
574,966,934,1,574
575,1471,956,698,575
576,1006,939,2,576
577,46,940,2,577
578,922,948,2,578
579,1115,948,6,579
580,966,951,7,580
581,496,956,1,581
582,1157,959,2,582
583,446,965,1,583
584,509,966,6,584
585,874,998,1957,585
586,331,974,12,586
587,1010,977,1,587
588,1471,1021,689,588
589,505,986,1,589
590,1300,1047,2188,590
591,1250,989,6,591
592,1061,992,5,592
593,1405,990,1,593
594,1407,1031,970,594
595,1188,992,1,595
596,394,1041,4151,596
597,1165,996,1,597
598,116,1005,1,598
599,322,1004,2,599
600,129,1006,1,600
601,326,1010,6,601
602,322,1010,2,602
603,510,1092,5238,603
604,1321,1027,318,604
605,1048,1070,3304,605
606,1185,1066,5825,606
607,996,1049,1000,607
608,621,1093,3930,608
609,683,1109,4814,609
610,842,1068,10131,610
611,636,1027,1,611
612,1207,1034,42,612
613,792,1030,1,613
614,356,1098,4334,614
615,377,1037,7,615
616,808,1037,1,616
617,871,1037,1,617
618,901,1036,1,618
619,637,1041,1,619
620,664,1044,5,620
621,122,1047,2,621
622,31,1055,1,622
623,624,1059,20,623
624,1389,1087,945,624
625,31,1188,6060,625
626,955,1074,2,626
627,102,1209,7815,627
628,920,1078,1,628
629,924,1078,1,629
630,322,1082,4,630
631,953,1087,15,631
632,733,1091,1,632
633,957,1091,4,633
634,1460,1150,1064,634
635,1118,1093,1,635
636,1123,1093,1,636
637,31,1095,2,637
638,1319,1105,240,638
639,175,1233,7617,639
640,389,1102,28,640
641,624,1100,1,641
642,202,1106,1,642
643,829,1109,1,643
644,95,1113,1,644
645,206,1114,2,645
646,246,1250,7716,646
647,1405,1132,707,647
648,78,1117,1,648
649,629,1119,1,649
650,846,1169,10066,650
651,1136,1143,1132,651
652,1050,1167,2752,652
653,1224,1146,2114,653
654,1302,1171,2253,654
655,50,1124,1,655
656,94,1125,1,656
657,763,1131,1,657
658,318,1263,7219,658
659,661,1132,1,659
660,724,1135,1,660
661,166,1137,1,661
662,194,1140,5,662
663,166,1141,1,663
664,180,1140,1,664
665,244,1140,1,665
666,1065,1142,4,666
667,1172,1142,1,667
668,180,1145,1,668
669,775,1147,1,669
670,388,1280,7117,670
671,54,1153,3,671
672,783,1160,12,672
673,795,1161,6,673
674,948,1161,7,674
675,1175,1201,2801,675
676,1387,1190,910,676
677,201,1164,2,677
678,454,1294,7117,678
679,161,1169,2,679
680,15,1175,1,680
681,525,1311,7989,681
682,396,1183,3,682
683,405,1198,15,683
684,715,1240,3684,684
685,0,1199,4,685
686,244,1199,2,686
687,398,1198,2,687
688,1125,1199,1,688
689,1213,1199,1,689
690,403,1202,3,690
691,41,1204,2,691
692,1135,1204,2,692
693,50,1208,1,693
694,37,1213,3,694
695,328,1217,6,695
696,449,1215,1,696
697,388,1218,3,697
698,6,1225,1,698
699,114,1224,2,699
700,254,1230,2,700
701,867,1283,5197,701
702,976,1251,1116,702
703,1045,1286,3117,703
704,1188,1280,6002,704
705,1311,1288,1286,705
706,252,1238,3,706
707,523,1239,1,707
708,1117,1250,304,708
709,162,1240,2,709
710,338,1241,4,710
711,903,1240,2,711
712,4,1243,1,712
713,395,1243,2,713
714,1472,1303,1097,714
715,784,1245,1,715
716,236,1246,1,716
717,978,1250,1,717
718,146,1255,1,718
719,1385,1347,3458,719
720,867,1273,281,720
721,600,1346,3809,721
722,818,1262,1,722
723,1143,1262,1,723
724,33,1265,1,724
725,1192,1269,1,725
726,385,1270,4,726
727,729,1305,1097,727
728,70,1276,1,728
729,72,1277,1,729
730,681,1306,765,730
731,771,1277,1,731
732,966,1301,649,732
733,1053,1283,1,733
734,178,1288,1,734
735,448,1289,1,735
736,511,1290,2,736
737,756,1295,1,737
738,312,1299,4,738
739,10,1302,11,739
740,806,1302,3,740
741,7,1308,1,741
742,889,1311,1,742
743,308,1315,5,743
744,310,1313,1,744
745,1028,1313,2,745
746,66,1315,1,746
747,696,1323,1,747
748,182,1327,1,748
749,744,1331,1,749
750,90,1332,2,750
751,1180,1367,3584,751
752,249,1334,1,752
753,845,1365,4671,753
754,1031,1379,4555,754
755,490,1338,2,755
756,14,1369,768,756
757,148,1344,1,757
758,161,1347,3,758
759,795,1349,1,759
760,199,1427,13809,760
761,928,1351,2,761
762,1196,1350,3,762
763,31,1357,1,763
764,57,1358,1,764
765,751,1362,15,765
766,984,1360,1,766
767,22,1363,1,767
768,628,1363,2,768
769,55,1365,1,769
770,0,1367,4,770
771,908,1370,32,771
772,89,1368,1,772
773,635,1375,5,773
774,88,1374,1,774
775,604,1375,1,775
776,1135,1377,1,776
777,1137,1379,1,777
778,752,1380,1,778
779,649,1396,229,779
780,0,1388,2,780
781,54,1390,1,781
782,175,1390,2,782
783,183,1390,1,783
784,1469,1421,835,784
785,68,1396,2,785
786,771,1397,2,786
787,1302,1442,1205,787
788,84,1403,2,788
789,9,1419,218,789
790,513,1410,17,790
791,142,1420,1,791
792,434,1452,2162,792
793,575,1463,2330,793
794,755,1432,328,794
795,338,1426,1,795
796,1007,1451,2333,796
797,1204,1452,1355,797
798,202,1429,1,798
799,413,1432,1,799
800,903,1440,193,800
801,48,1434,1,801
802,60,1436,2,802
803,63,1443,1,803
804,254,1443,1,804
805,469,1443,1,805
806,796,1473,1048,806
807,959,1449,1,807
808,3,1465,91,808
809,52,1485,1143,809
810,183,1464,1,810
811,810,1473,2,811
812,255,1477,1,812
813,333,1490,767,813
814,1008,1490,191,814
815,270,1484,2,815
816,539,1489,30,816
817,320,1491,1,817
818,43,1492,1,818
819,314,1494,1,819
820,337,1494,1,820
821,75,1496,2,821
822,60,1499,4,822
823,99,1499,1,823
824,303,1499,3,824
825,336,1499,1,825
