building_number,center_x,center_y,area_pixels,label_id
428,1446,1151,44,428
429,1176,1211,3855,429
430,1480,1153,4,430
431,944,1255,6564,431
432,587,1194,956,432
433,401,1188,781,433
434,1468,1168,1,434
435,601,1174,3,435
436,937,1174,2,436
437,1061,1176,2,437
438,1405,1218,2893,438
439,390,1180,3,439
440,1453,1183,1,440
441,1466,1185,2,441
442,1125,1186,1,442
443,1489,1188,3,443
444,1129,1189,2,444
445,1154,1190,1,445
446,1224,1191,1,446
447,1472,1191,1,447
448,686,1203,268,448
449,1128,1192,2,449
450,1371,1193,1,450
451,774,1194,2,451
452,1127,1195,1,452
453,1145,1194,1,453
454,1304,1212,376,454
455,581,1199,1,455
456,786,1198,2,456
457,933,1198,1,457
458,873,1272,4257,458
459,1265,1202,1,459
460,811,1209,1,460
461,962,1208,1,461
462,1210,1216,1,462
463,675,1249,778,463
464,719,1220,1,464
465,1090,1223,2,465
466,1465,1222,2,466
467,726,1229,2,467
468,1105,1228,3,468
469,885,1231,2,469
470,789,1235,1,470
471,1144,1234,2,471
472,737,1236,1,472
473,1148,1236,1,473
474,904,1238,1,474
475,1366,1239,1,475
476,415,1269,679,476
477,802,1241,1,477
478,1368,1240,1,478
479,1385,1243,1,479
480,895,1329,5562,480
481,560,1278,740,481
482,828,1257,3,482
483,1192,1257,2,483
484,1295,1257,1,484
485,561,1265,1,485
486,984,1264,2,486
487,1285,1300,2160,487
488,1229,1275,1,488
489,885,1279,1,489
490,762,1348,6624,490
491,15,1305,423,491
492,748,1289,1,492
493,1120,1289,1,493
494,1168,1289,1,494
495,1239,1354,2506,495
496,941,1298,5,496
497,1343,1300,2,497
498,961,1306,1,498
499,1086,1306,1,499
500,9,1310,1,500
501,538,1343,948,501
502,972,1310,1,502
503,1428,1352,1991,503
504,120,1403,2542,504
505,339,1337,676,505
506,1387,1319,1,506
507,731,1321,2,507
508,1375,1325,2,508
509,854,1329,1,509
510,1307,1351,936,510
511,672,1335,19,511
512,980,1340,189,512
513,450,1379,1597,513
514,1114,1367,1430,514
515,781,1337,2,515
516,527,1338,1,516
517,685,1338,1,517
518,1186,1338,1,518
519,79,1430,4073,519
520,23,1341,1,520
521,893,1340,2,521
522,75,1345,1,522
523,340,1347,1,523
524,769,1355,18,524
525,806,1426,9415,525
526,1418,1409,4189,526
527,964,1358,2,527
528,100,1361,1,528
529,1115,1361,2,529
530,4,1374,98,530
531,714,1363,1,531
532,861,1365,3,532
533,984,1364,8,533
534,1128,1365,1,534
535,1077,1366,1,535
536,41,1368,2,536
537,35,1370,1,537
538,845,1370,2,538
539,1488,1371,1,539
540,19,1375,1,540
541,879,1374,1,541
542,65,1377,1,542
543,1224,1413,2638,543
544,524,1423,1381,544
545,1046,1379,3,545
546,906,1381,1,546
547,904,1384,1,547
548,1133,1385,1,548
549,1183,1384,2,549
550,942,1396,62,550
551,1043,1391,2,551
552,119,1392,2,552
553,547,1407,386,553
554,1012,1453,4664,554
555,1092,1406,572,555
556,54,1399,1,556
557,88,1398,1,557
558,1081,1399,1,558
559,935,1401,2,559
560,523,1402,1,560
561,1175,1403,1,561
562,1209,1403,2,562
563,1216,1402,2,563
564,23,1405,1,564
565,1177,1404,1,565
566,110,1406,1,566
567,744,1408,2,567
568,13,1410,1,568
569,1490,1410,1,569
570,35,1467,1625,570
571,51,1413,1,571
572,1012,1420,48,572
573,1131,1422,265,573
574,342,1430,455,574
575,665,1417,1,575
576,123,1418,1,576
577,710,1420,3,577
578,901,1420,1,578
579,931,1422,34,579
580,685,1425,1,580
581,28,1426,1,581
582,800,1426,2,582
583,1132,1426,1,583
584,1385,1472,3159,584
585,885,1428,2,585
586,121,1432,1,586
587,719,1465,1795,587
588,1242,1459,1577,588
589,417,1465,911,589
590,1063,1434,2,590
591,1052,1436,1,591
592,1054,1437,1,592
593,866,1441,2,593
594,43,1443,1,594
595,742,1443,1,595
596,1121,1470,1086,596
597,850,1444,1,597
598,88,1446,1,598
599,386,1473,667,599
600,451,1474,634,600
601,873,1449,2,601
602,1224,1449,10,602
603,1495,1461,119,603
604,482,1475,622,604
605,694,1456,30,605
606,1358,1458,21,606
607,24,1456,5,607
608,27,1457,1,608
609,105,1456,1,609
610,124,1456,2,610
611,1040,1456,2,611
612,1229,1456,2,612
613,815,1458,2,613
614,967,1459,2,614
615,1363,1458,2,615
616,26,1466,30,616
617,91,1460,2,617
618,1405,1461,1,618
619,353,1479,376,619
620,19,1464,2,620
621,533,1482,703,621
622,1384,1465,1,622
623,20,1466,1,623
624,709,1466,1,624
625,1197,1485,662,625
626,5,1477,2,626
627,469,1476,1,627
628,676,1488,641,628
629,1188,1480,2,629
630,1332,1480,4,630
631,1139,1491,235,631
632,316,1491,185,632
633,681,1487,1,633
634,802,1492,163,634
635,842,1487,1,635
636,687,1489,1,636
637,825,1495,110,637
638,946,1492,24,638
639,348,1495,39,639
640,1215,1493,2,640
641,161,1494,1,641
642,313,1495,2,642
643,483,1495,1,643
644,154,1498,9,644
645,679,1498,24,645
646,1243,1497,54,646
647,36,1499,2,647
648,109,1499,1,648
649,775,1498,8,649
650,780,1499,1,650
651,806,1499,1,651
652,1495,1499,1,652
