building_number,center_x,center_y,area_pixels,label_id
115,509,463,6,115
116,267,470,2,116
117,476,471,4,117
118,545,477,2,118
119,570,477,1,119
120,1403,478,1,120
121,237,482,1,121
122,1400,485,3,122
123,1488,555,757,123
124,243,489,3,124
125,268,488,1,125
126,1101,489,1,126
127,269,491,2,127
128,432,492,27,128
129,400,492,1,129
130,270,494,2,130
131,219,497,4,131
132,271,497,2,132
133,1136,586,2518,133
134,1379,499,4,134
135,272,500,2,135
136,1202,501,2,136
137,528,509,1,137
138,1059,524,432,138
139,1259,575,476,139
140,384,531,1,140
141,1178,532,3,141
142,627,550,241,142
143,1163,544,2,143
144,1175,548,1,144
145,355,554,6,145
146,1315,607,584,146
147,1375,559,3,147
148,1157,564,5,148
149,1383,564,4,149
150,307,567,70,150
151,794,582,377,151
152,550,583,238,152
153,1432,577,17,153
154,238,594,4,154
155,1451,600,73,155
156,84,650,2581,156
157,941,627,346,157
158,1039,984,33960,158
159,984,625,213,159
160,1096,655,532,160
161,1255,645,272,161
162,1329,627,1,162
163,1328,631,5,163
164,1461,757,1723,164
165,1363,816,6811,165
166,1360,653,276,166
167,1228,637,1,167
168,159,712,3786,168
169,42,664,1,169
170,1312,702,284,170
171,1384,672,5,171
172,510,688,252,172
173,1368,687,58,173
174,1009,687,1,174
175,1362,686,1,175
176,688,697,236,176
177,941,696,184,177
178,1159,692,18,178
179,594,707,232,179
180,1085,697,1,180
181,1152,701,35,181
182,1359,712,146,182
183,988,700,1,183
184,1090,701,1,184
185,228,707,4,185
186,1143,722,133,186
187,63,717,2,187
188,30,764,1307,188
189,1050,726,2,189
190,1057,732,3,190
191,1360,750,185,191
192,127,733,1,192
193,191,799,4130,193
194,1125,740,51,194
195,1130,748,94,195
196,126,740,1,196
197,810,752,224,197
198,97,748,6,198
199,1485,767,225,199
200,237,761,2,200
201,1415,762,3,201
202,1427,761,3,202
203,1369,766,1,203
204,1223,827,812,204
205,1180,796,543,205
206,229,772,1,206
207,1318,781,1,207
208,1488,781,1,208
209,1064,784,29,209
210,1331,795,213,210
211,1330,783,1,211
212,1379,785,21,212
213,1311,790,3,213
214,1233,791,1,214
215,1351,802,18,215
216,204,807,3,216
217,47,858,1788,217
218,1185,813,2,218
219,1189,812,3,219
220,1232,817,2,220
221,1031,827,106,221
222,1467,829,6,222
223,71,852,1,223
224,73,853,6,224
225,1461,898,919,225
226,233,928,3887,226
227,1271,895,956,227
228,46,868,2,228
229,1197,875,1,229
230,1196,887,1,230
231,289,892,3,231
232,1246,894,2,232
233,1499,903,1,233
234,280,905,6,234
235,1181,906,4,235
236,1255,905,1,236
237,1371,904,1,237
238,1368,906,1,238
239,1365,908,1,239
240,1362,910,1,240
241,1358,912,2,241
242,1152,915,2,242
243,1171,921,1,243
244,287,925,3,244
245,1356,927,7,245
246,143,926,3,246
247,81,990,1780,247
248,1243,934,1,248
249,166,942,4,249
250,294,942,1,250
251,209,950,4,251
252,269,1017,3197,252
253,516,1023,2849,253
254,1142,973,3,254
255,85,986,88,255
256,320,977,1,256
257,36,1005,800,257
258,77,980,7,258
259,318,979,3,259
260,1433,1125,4835,260
261,60,981,6,261
262,95,984,7,262
263,1119,986,3,263
264,819,993,73,264
265,843,1010,262,265
266,779,1004,2,266
267,866,1012,81,267
268,1447,1023,195,268
269,475,1016,2,269
270,55,1019,1,270
271,241,1019,6,271
272,44,1023,1,272
273,1442,1025,3,273
274,215,1029,4,274
275,218,1028,1,275
276,793,1038,36,276
277,235,1034,1,277
278,305,1109,3181,278
279,1355,1133,2247,279
280,621,1109,2356,280
281,136,1066,624,281
282,61,1094,1542,282
283,502,1050,1,283
284,471,1058,2,284
285,484,1122,1921,285
286,438,1067,1,286
287,1483,1178,1158,287
288,1022,1079,2,288
289,1200,1103,110,289
290,1289,1120,328,290
291,115,1179,2570,291
292,455,1120,4,292
293,779,1208,4653,293
294,461,1125,2,294
295,993,1298,13617,295
296,335,1205,2870,296
297,472,1136,3,297
298,1391,1140,1,298
299,479,1143,1,299
300,442,1145,1,300
301,594,1300,12928,301
302,185,1148,5,302
303,1170,1150,1,303
304,1057,1153,1,304
305,1223,1162,2,305
306,1220,1164,2,306
307,451,1172,1,307
308,1273,1173,3,308
309,1153,1324,6965,309
310,941,1178,2,310
311,58,1184,2,311
312,14,1225,470,312
313,336,1186,1,313
314,166,1194,6,314
315,64,1194,1,315
316,4,1196,1,316
317,49,1202,2,317
318,151,1271,2259,318
319,51,1206,2,319
320,926,1214,1,320
321,588,1223,1,321
322,590,1222,1,322
323,9,1225,5,323
324,501,1229,1,324
325,11,1232,1,325
326,654,1233,1,326
327,1097,1232,2,327
328,1148,1239,2,328
329,1330,1254,383,329
330,293,1242,6,330
331,413,1368,4737,331
332,373,1268,692,332
333,652,1247,2,333
334,265,1248,3,334
335,650,1248,4,335
336,1057,1255,1,336
337,1037,1261,1,337
338,1418,1290,800,338
339,303,1309,1095,339
340,352,1273,1,340
341,1049,1275,2,341
342,37,1333,723,342
343,377,1276,2,343
344,386,1281,1,344
345,699,1280,1,345
346,787,1284,4,346
347,1021,1289,12,347
348,1070,1288,1,348
349,1003,1294,1,349
350,1053,1295,1,350
351,1111,1295,2,351
352,198,1375,3805,352
353,395,1302,2,353
354,886,1358,1278,354
355,965,1311,1,355
356,984,1313,1,356
357,299,1315,1,357
358,1013,1320,3,358
359,1170,1323,2,359
360,309,1327,1,360
361,642,1326,2,361
362,870,1335,74,362
363,1143,1327,2,363
364,573,1330,8,364
365,1018,1329,2,365
366,360,1334,1,366
367,861,1335,1,367
368,1187,1337,4,368
369,756,1355,416,369
370,412,1340,1,370
371,647,1340,3,371
372,650,1340,1,372
373,1166,1341,1,373
374,616,1342,1,374
375,881,1343,2,375
376,587,1345,14,376
377,640,1346,4,377
378,871,1348,6,378
379,1058,1347,1,379
380,1446,1368,680,380
381,620,1349,2,381
382,1035,1350,7,382
383,1059,1348,4,383
384,1187,1348,1,384
385,1037,1352,1,385
386,534,1355,1,386
387,532,1356,1,387
388,619,1364,89,388
389,682,1359,1,389
390,684,1359,1,390
391,354,1360,1,391
392,708,1362,1,392
393,65,1440,2363,393
394,0,1366,1,394
395,974,1366,1,395
396,1151,1366,1,396
397,666,1369,2,397
398,979,1368,1,398
399,664,1370,1,399
400,1166,1372,11,400
401,660,1374,1,401
402,1114,1375,1,402
403,650,1381,1,403
404,652,1380,2,404
405,736,1422,2535,405
406,713,1385,1,406
407,590,1386,3,407
408,540,1389,1,408
409,538,1390,1,409
410,583,1399,71,410
411,614,1393,7,411
412,636,1392,2,412
413,549,1396,1,413
414,569,1396,1,414
415,866,1442,1487,415
416,554,1404,3,416
417,641,1405,24,417
418,558,1406,1,418
419,957,1408,1,419
420,612,1411,1,420
421,614,1410,2,421
422,965,1413,1,422
423,553,1420,4,423
424,621,1418,3,424
425,517,1423,1,425
426,530,1433,2,426
427,826,1433,1,427
428,669,1436,1,428
429,679,1438,1,429
430,898,1440,1,430
431,1099,1469,1362,431
432,1015,1452,6,432
433,821,1457,2,433
434,1113,1464,2,434
435,1115,1466,1,435
436,982,1473,2,436
437,1012,1480,1,437
438,1017,1493,4,438
439,837,1499,1,439
440,1069,1499,1,440
