building_number,center_x,center_y,area_pixels,label_id
145,1297,188,2,145
146,352,191,1,146
147,679,190,1,147
148,676,212,562,148
149,1295,191,6,149
150,1433,199,41,150
151,1496,191,27,151
152,1268,197,65,152
153,154,247,1059,153
154,189,209,387,154
155,145,203,1,155
156,383,203,1,156
157,1263,207,60,157
158,1273,207,1,158
159,1333,255,2085,159
160,60,239,1786,160
161,1287,209,1,161
162,1042,212,6,162
163,1439,254,2850,163
164,123,217,1,164
165,762,218,21,165
166,1269,216,1,166
167,1021,219,2,167
168,1034,220,3,168
169,1285,218,2,169
170,165,220,1,170
171,341,226,36,171
172,474,256,767,172
173,189,223,1,173
174,1255,226,57,174
175,135,226,1,175
176,161,231,15,176
177,335,232,42,177
178,1282,229,1,178
179,964,233,2,179
180,502,257,593,180
181,813,236,37,181
182,1021,236,2,182
183,495,238,1,183
184,1052,271,1278,184
185,580,254,321,185
186,912,247,32,186
187,920,251,27,187
188,244,246,2,188
189,1257,246,1,189
190,134,266,275,190
191,679,248,1,191
192,1024,250,3,192
193,10,281,426,193
194,524,283,682,194
195,1173,313,3384,195
196,676,257,16,196
197,1015,258,4,197
198,945,261,2,198
199,1024,264,20,199
200,939,263,1,200
201,1434,269,38,201
202,204,306,992,202
203,213,265,1,203
204,327,265,1,204
205,1030,267,1,205
206,403,272,1,206
207,1328,272,1,207
208,41,380,3607,208
209,126,275,1,209
210,252,289,304,210
211,168,281,85,211
212,1430,365,7838,212
213,1035,278,1,213
214,1288,323,2685,214
215,1493,285,25,215
216,80,322,1093,216
217,987,318,1088,217
218,703,287,2,218
219,176,478,7817,219
220,386,288,1,220
221,1417,289,1,221
222,830,303,120,222
223,907,295,2,223
224,1084,327,1405,224
225,1260,302,40,225
226,1423,304,32,226
227,1282,307,34,227
228,116,302,2,228
229,247,303,1,229
230,1294,310,36,230
231,238,346,1052,231
232,987,308,1,232
233,126,311,2,233
234,1183,314,2,234
235,118,358,893,235
236,77,318,1,236
237,1180,318,3,237
238,394,320,1,238
239,988,324,22,239
240,122,325,1,240
241,699,324,2,241
242,119,327,6,242
243,127,326,1,243
244,324,341,361,244
245,441,508,6410,245
246,973,327,7,246
247,976,326,2,247
248,697,329,1,248
249,73,330,3,249
250,636,334,3,250
251,777,364,437,251
252,163,335,2,252
253,70,336,4,253
254,709,338,3,254
255,1134,336,3,255
256,201,339,1,256
257,476,349,158,257
258,626,340,4,258
259,158,341,1,259
260,223,340,1,260
261,465,343,1,261
262,1274,382,2770,262
263,214,347,16,263
264,395,362,582,264
265,1120,439,8443,265
266,156,355,1,266
267,1390,361,1,267
268,118,364,5,268
269,241,365,1,269
270,263,394,655,270
271,1369,366,1,271
272,1389,366,2,272
273,120,369,4,273
274,208,368,1,274
275,457,368,1,275
276,27,375,5,276
277,231,374,1,277
278,272,378,6,278
279,19,380,4,279
280,1268,378,1,280
281,1477,387,47,281
282,1092,381,1,282
283,1488,389,54,283
284,254,387,1,284
285,847,388,1,285
286,1498,395,18,286
287,90,462,2100,287
288,1273,390,1,288
289,1276,397,19,289
290,582,411,309,290
291,1076,399,41,291
292,1394,399,6,292
293,70,401,1,293
294,272,401,5,294
295,1383,404,6,295
296,1258,441,2745,296
297,1473,407,3,297
298,284,409,1,298
299,422,408,1,299
300,434,411,3,300
301,586,410,1,301
302,718,415,22,302
303,900,538,12695,303
304,350,450,1714,304
305,191,417,3,305
306,765,418,3,306
307,1111,417,2,307
308,1042,447,1294,308
309,429,420,3,309
310,431,422,1,310
311,425,427,1,311
312,706,426,1,312
313,851,426,1,313
314,863,431,2,314
315,199,432,1,315
316,701,433,1,316
317,678,449,177,317
318,557,436,1,318
319,559,437,1,319
320,856,436,1,320
321,608,438,1,321
322,1415,468,2354,322
323,137,452,282,323
324,263,459,687,324
325,1277,441,1,325
326,1127,443,1,326
327,878,445,1,327
328,882,445,5,328
329,637,447,1,329
330,1156,447,3,330
331,907,452,1,331
332,1027,454,1,332
333,893,456,2,333
334,1038,457,3,334
335,31,477,984,335
336,1152,459,1,336
337,764,465,1,337
338,1239,538,6572,338
339,1348,465,1,339
340,1415,467,3,340
341,919,475,1,341
342,950,475,2,342
343,285,513,1969,343
344,1,480,12,344
345,705,481,2,345
346,1093,481,4,346
347,667,483,2,347
348,1112,488,53,348
349,1201,482,2,349
350,971,485,8,350
351,1212,485,1,351
352,417,486,1,352
353,605,486,1,353
354,900,486,1,354
355,981,490,3,355
356,1366,502,423,356
357,614,491,2,357
358,979,491,1,358
359,666,494,8,359
360,1084,497,55,360
361,1442,521,1665,361
362,566,498,31,362
363,943,496,1,363
364,125,519,617,364
365,361,510,282,365
366,672,501,18,366
367,873,499,1,367
368,1156,499,3,368
369,680,500,2,369
370,1160,500,3,370
371,1164,501,3,371
372,465,503,4,372
373,687,503,2,373
374,1168,502,3,374
375,1171,503,1,375
376,579,509,2,376
377,654,508,1,377
378,1129,510,3,378
379,703,515,38,379
380,1200,510,1,380
381,915,512,1,381
382,557,519,14,382
383,662,517,1,383
384,903,516,1,384
385,998,517,2,385
386,591,520,2,386
387,976,736,15877,387
388,1407,576,5328,388
389,259,596,4175,389
390,334,523,3,390
391,41,525,1,391
392,55,525,1,392
393,337,524,2,393
394,340,524,2,394
395,422,524,1,395
396,553,529,19,396
397,617,539,115,397
398,579,529,3,398
399,1020,531,21,399
400,972,530,1,400
401,30,541,233,401
402,951,532,2,402
403,549,539,19,403
404,1129,577,966,404
405,56,551,272,405
406,144,541,1,406
407,1364,544,1,407
408,545,549,22,408
409,119,571,551,409
410,30,598,1817,410
411,1407,553,2,411
412,541,559,22,412
413,337,574,335,413
414,710,562,3,414
415,733,768,15666,415
416,815,567,24,416
417,417,565,5,417
418,1,567,7,418
419,607,566,1,419
420,1451,566,2,420
421,985,571,59,421
422,276,585,324,422
423,1099,574,2,423
424,1,577,5,424
425,604,578,2,425
426,1335,578,2,426
427,1361,588,44,427
428,1416,581,1,428
429,10,586,2,429
430,994,587,1,430
431,605,590,4,431
432,701,592,1,432
433,950,633,1590,433
434,1117,603,282,434
435,1120,592,1,435
436,956,608,313,436
437,587,598,1,437
438,575,603,1,438
439,820,602,1,439
440,410,604,2,440
441,1005,604,1,441
442,1447,607,1,442
443,585,608,2,443
444,1401,661,4240,444
445,291,696,6963,445
446,428,615,13,446
447,736,614,1,447
448,106,672,3095,448
449,1221,709,5604,449
450,395,619,1,450
451,860,619,8,451
452,872,619,3,452
453,1253,620,1,453
454,1028,622,1,454
455,577,624,1,455
456,143,639,289,456
457,1077,626,2,457
458,287,628,1,458
459,1158,663,857,459
460,917,636,2,460
461,1317,637,1,461
462,1328,636,1,462
463,1090,722,2503,463
464,566,641,1,464
465,1222,642,5,465
466,1265,643,1,466
467,11,656,260,467
468,553,644,2,468
469,989,650,39,469
470,562,651,2,470
471,1253,651,1,471
472,413,663,296,472
473,1395,653,4,473
474,178,668,498,474
475,1047,656,1,475
476,766,664,27,476
477,1416,658,2,477
478,738,672,25,478
479,888,666,23,479
480,1376,685,1255,480
481,592,702,2926,481
482,283,675,1,482
483,893,677,58,483
484,1359,681,33,484
485,252,677,1,485
486,610,677,2,486
487,163,678,1,487
488,51,716,2042,488
489,619,680,2,489
490,1480,681,1,490
491,703,689,32,491
492,804,700,356,492
493,238,687,3,493
494,632,686,5,494
495,846,705,502,495
496,250,688,3,496
497,472,724,1583,497
498,647,688,2,498
499,726,688,1,499
500,739,700,37,500
501,1125,714,386,501
502,29,697,1,502
503,533,696,1,503
504,1418,857,14545,504
505,488,699,7,505
506,271,700,2,506
507,572,707,1,507
508,772,715,34,508
509,182,722,336,509
510,365,751,923,510
511,143,724,292,511
512,697,718,38,512
513,458,718,1,513
514,1200,721,1,514
515,621,723,7,515
516,203,724,1,516
517,573,763,1978,517
518,12,728,17,518
519,1023,726,5,519
520,1436,731,16,520
521,285,729,1,521
522,1278,729,1,522
523,926,733,1,523
524,10,735,17,524
525,310,770,982,525
526,686,736,2,526
527,1244,736,2,527
528,74,753,1096,528
529,137,752,474,529
530,180,753,284,530
531,1265,743,1,531
532,1293,743,1,532
533,1301,771,607,533
534,1306,743,1,534
535,1477,743,1,535
536,1029,744,2,536
537,797,748,1,537
538,257,750,4,538
539,1176,812,3400,539
540,427,777,747,540
541,9,767,232,541
542,1301,757,2,542
543,1468,764,49,543
544,1478,765,30,544
545,485,760,1,545
546,1246,763,1,546
547,535,817,2318,547
548,304,770,4,548
549,517,768,1,549
550,992,775,54,550
551,1314,771,3,551
552,747,772,5,552
553,179,797,1314,553
554,482,774,1,554
555,46,854,4037,555
556,508,776,2,556
557,168,861,2554,557
558,1191,779,1,558
559,500,781,2,559
560,1173,781,2,560
561,1302,783,2,561
562,1165,784,1,562
563,1207,785,1,563
564,239,815,860,564
565,411,786,1,565
566,493,786,1,566
567,448,902,9491,567
568,537,789,2,568
569,755,792,39,569
570,1342,874,3279,570
571,530,793,3,571
572,606,793,1,572
573,1207,795,1,573
574,541,797,1,574
575,530,800,1,575
576,895,800,1,576
577,980,806,39,577
578,1127,804,2,578
579,435,806,1,579
580,515,808,1,580
581,534,808,1,581
582,1229,808,1,582
583,1242,808,1,583
584,441,816,65,584
585,100,812,2,585
586,538,812,1,586
587,1286,825,320,587
588,542,814,1,588
589,924,817,33,589
590,1076,815,1,590
591,1154,815,4,591
592,41,817,4,592
593,208,817,1,593
594,552,816,3,594
595,150,818,2,595
596,561,830,112,596
597,70,822,5,597
598,580,821,2,598
599,1187,821,1,599
600,307,879,2649,600
601,510,822,1,601
602,1072,822,1,602
603,659,824,1,603
604,641,829,16,604
605,443,828,1,605
606,537,828,1,606
607,994,843,419,607
608,572,830,2,608
609,638,837,23,609
610,686,835,2,610
611,1089,836,12,611
612,870,854,410,612
613,767,838,1,613
614,1205,935,9390,614
615,98,841,2,615
616,40,842,1,616
617,640,846,20,617
618,580,848,2,618
619,1068,903,2248,619
620,526,850,1,620
621,994,850,2,621
622,1278,860,297,622
623,782,853,1,623
624,830,879,744,624
625,524,854,1,625
626,138,856,2,626
627,249,890,820,627
628,742,883,1195,628
629,1310,869,286,629
630,1218,860,2,630
631,1109,862,2,631
632,1359,862,1,632
633,1151,864,1,633
634,208,866,2,634
635,211,867,4,635
636,667,881,355,636
637,928,869,1,637
638,941,869,1,638
639,978,911,1264,639
640,955,871,1,640
641,1106,870,1,641
642,207,873,13,642
643,83,903,514,643
644,201,883,21,644
645,477,881,1,645
646,758,881,1,646
647,889,880,1,647
648,863,947,5682,648
649,903,880,1,649
650,928,881,1,650
651,316,885,4,651
652,343,885,20,652
653,774,887,1,653
654,3,891,30,654
655,199,893,1,655
656,701,900,226,656
657,982,895,1,657
658,152,896,1,658
659,922,897,1,659
660,749,898,1,660
661,936,899,1,661
662,109,927,522,662
663,167,904,1,663
664,233,906,6,664
665,526,904,1,665
666,696,954,1386,666
667,1200,907,1,667
668,1007,908,1,668
669,1293,912,3,669
670,1446,914,43,670
671,1016,917,1,671
672,164,955,943,672
673,919,918,1,673
674,989,921,31,674
675,746,933,185,675
676,270,922,1,676
677,501,925,55,677
678,963,923,1,678
679,1222,923,3,679
680,1239,925,1,680
681,730,932,36,681
682,953,928,1,682
683,1077,929,1,683
684,878,931,1,684
685,82,941,215,685
686,1477,933,2,686
687,83,995,2949,687
688,564,975,915,688
689,593,934,1,689
690,633,936,19,690
691,511,936,1,691
692,887,937,1,692
693,883,1020,2976,693
694,245,1016,3545,694
695,1157,941,3,695
696,108,942,1,696
697,389,944,1,697
698,651,945,2,698
699,723,944,2,699
700,656,952,2,700
701,1084,953,2,701
702,498,964,97,702
703,701,956,1,703
704,1186,956,2,704
705,232,959,1,705
706,234,958,1,706
707,1044,980,578,707
708,388,963,31,708
709,1333,960,2,709
710,249,963,2,710
711,1,965,1,711
712,470,965,13,712
713,265,968,2,713
714,267,968,1,714
715,683,969,2,715
716,945,968,1,716
717,978,1106,8047,717
718,845,973,3,718
719,919,973,1,719
720,969,974,30,720
721,412,978,40,721
722,799,974,1,722
723,933,974,1,723
724,82,977,2,724
725,572,977,1,725
726,1008,977,1,726
727,609,992,230,727
728,1290,1079,4636,728
729,406,987,61,729
730,701,1015,759,730
731,960,989,1,731
732,968,988,1,732
733,439,991,1,733
734,348,1040,1257,734
735,714,997,2,735
736,912,996,1,736
737,76,1056,3255,737
738,51,998,1,738
739,766,1022,655,739
740,1154,1070,1672,740
741,948,1000,1,741
742,954,1000,1,742
743,822,1016,321,743
744,61,1005,1,744
745,500,1005,1,745
746,510,1054,2819,746
747,549,1005,1,747
748,562,1005,1,748
749,172,1035,665,749
750,901,1007,1,750
751,1247,1006,2,751
752,606,1008,1,752
753,1405,1141,7033,753
754,1494,1028,202,754
755,136,1012,19,755
756,16,1012,1,756
757,1397,1013,2,757
758,76,1016,1,758
759,169,1020,2,759
760,1041,1039,426,760
761,1046,1021,1,761
762,117,1022,2,762
763,1222,1054,1331,763
764,451,1026,1,764
765,746,1054,1022,765
766,916,1029,1,766
767,241,1030,1,767
768,919,1032,1,768
769,932,1032,1,769
770,99,1035,1,770
771,955,1035,2,771
772,877,1036,1,772
773,158,1041,1,773
774,1103,1040,1,774
775,56,1044,1,775
776,173,1050,3,776
777,621,1084,1881,777
778,16,1077,370,778
779,704,1246,25308,779
780,1448,1052,1,780
781,466,1060,15,781
782,892,1060,90,782
783,910,1062,64,783
784,982,1054,2,784
785,1041,1056,25,785
786,238,1061,20,786
787,27,1060,1,787
788,434,1061,1,788
789,634,1062,2,789
790,918,1078,302,790
791,1,1069,26,791
792,941,1069,4,792
793,473,1175,4138,793
794,508,1071,1,794
795,878,1088,441,795
796,1450,1070,1,796
797,240,1076,18,797
798,942,1075,4,798
799,1045,1075,3,799
800,491,1076,1,800
801,0,1079,1,801
802,1418,1079,2,802
803,381,1121,1328,803
804,950,1082,2,804
805,523,1099,292,805
806,954,1085,1,806
807,1496,1094,63,807
808,53,1136,1585,808
809,257,1095,2,809
810,391,1094,1,810
811,1049,1095,1,811
812,1457,1096,1,812
813,381,1101,1,813
814,1054,1100,1,814
815,87,1104,1,815
816,545,1115,270,816
817,679,1106,3,817
818,440,1106,1,818
819,575,1173,2863,819
820,670,1113,1,820
821,1033,1113,1,821
822,361,1115,1,822
823,1001,1120,30,823
824,1160,1137,714,824
825,1429,1124,15,825
826,1023,1121,1,826
827,410,1122,1,827
828,955,1126,23,828
829,933,1132,33,829
830,1114,1232,4658,830
831,344,1129,1,831
832,947,1132,28,832
833,1094,1128,1,833
834,1270,1131,1,834
835,225,1166,808,835
836,431,1146,295,836
837,668,1132,2,837
838,1025,1155,221,838
839,1241,1135,8,839
840,618,1139,1,840
841,770,1143,1,841
842,761,1144,1,842
843,1021,1149,54,843
844,1199,1157,308,844
845,18,1177,598,845
846,604,1150,2,846
847,1443,1150,2,847
848,1484,1167,327,848
849,1377,1156,2,849
850,574,1159,1,850
851,608,1158,3,851
852,369,1203,2368,852
853,615,1160,2,853
854,996,1166,62,854
855,301,1164,1,855
856,314,1164,1,856
857,682,1165,1,857
858,674,1173,1,858
859,1190,1201,672,859
860,1434,1174,1,860
861,814,1177,2,861
862,810,1178,3,862
863,937,1179,1,863
864,871,1180,1,864
865,758,1183,1,865
866,1245,1214,1155,866
867,322,1185,2,867
868,506,1189,44,868
869,1018,1270,5589,869
870,899,1189,1,870
871,1399,1188,1,871
872,1493,1209,211,872
873,749,1191,1,873
874,803,1191,1,874
875,504,1196,4,875
876,446,1199,1,876
877,800,1199,1,877
878,487,1202,3,878
879,80,1251,1882,879
880,297,1269,3477,880
881,728,1205,1,881
882,1399,1206,6,882
883,1402,1205,2,883
884,385,1208,20,884
885,669,1207,1,885
886,1244,1211,1,886
887,703,1214,1,887
888,727,1251,1102,888
889,805,1216,21,889
890,829,1214,1,890
891,1012,1215,1,891
892,1091,1214,3,892
893,1228,1215,1,893
894,1372,1215,1,894
895,995,1216,1,895
896,1015,1218,6,896
897,1228,1220,1,897
898,1321,1222,4,898
899,1394,1223,7,899
900,123,1227,1,900
901,765,1227,2,901
902,1164,1238,350,902
903,776,1251,671,903
904,846,1230,2,904
905,918,1230,1,905
906,1214,1242,305,906
907,1356,1230,1,907
908,1497,1237,54,908
909,149,1235,1,909
910,348,1234,1,910
911,1266,1234,1,911
912,410,1237,1,912
913,1166,1237,4,913
914,638,1240,1,914
915,651,1240,1,915
916,563,1257,294,916
917,816,1247,23,917
918,1474,1256,429,918
919,460,1247,1,919
920,352,1249,1,920
921,21,1286,411,921
922,401,1250,1,922
923,667,1251,1,923
924,516,1269,588,924
925,1276,1253,1,925
926,1309,1274,552,926
927,1483,1253,1,927
928,600,1254,1,928
929,831,1255,1,929
930,1203,1269,289,930
931,657,1261,1,931
932,1162,1268,374,932
933,1331,1261,1,933
934,1344,1261,1,934
935,430,1265,1,935
936,787,1267,1,936
937,1300,1267,4,937
938,139,1268,1,938
939,304,1269,1,939
940,648,1269,1,940
941,910,1274,68,941
942,1307,1392,11877,942
943,1318,1268,1,943
944,1331,1268,1,944
945,1410,1301,1266,945
946,135,1376,2845,946
947,710,1273,1,947
948,728,1274,6,948
949,420,1275,1,949
950,1307,1274,2,950
951,331,1276,1,951
952,344,1276,1,952
953,685,1276,1,953
954,360,1279,1,954
955,382,1308,1180,955
956,511,1279,8,956
957,440,1281,1,957
958,525,1281,2,958
959,1222,1281,1,959
960,281,1282,1,960
961,343,1283,1,961
962,631,1282,1,962
963,751,1282,1,963
964,61,1297,286,964
965,551,1284,1,965
966,653,1358,1981,966
967,763,1308,643,967
968,1195,1307,509,968
969,244,1296,296,969
970,722,1290,24,970
971,1298,1288,1,971
972,0,1290,2,972
973,1336,1293,20,973
974,33,1293,2,974
975,917,1292,1,975
976,540,1294,1,976
977,13,1297,4,977
978,723,1304,63,978
979,870,1300,25,979
980,1335,1302,30,980
981,1460,1331,1133,981
982,4,1303,1,982
983,483,1303,1,983
984,780,1302,2,984
985,973,1303,44,985
986,129,1305,1,986
987,421,1307,1,987
988,848,1306,1,988
989,1300,1307,1,989
990,1321,1307,1,990
991,19,1311,1,991
992,32,1311,1,992
993,138,1311,1,993
994,175,1314,40,994
995,724,1311,1,995
996,215,1332,478,996
997,387,1317,1,997
998,434,1317,1,998
999,447,1317,1,999
1000,1003,1325,50,1000
1001,356,1374,1396,1001
1002,647,1320,1,1002
1003,560,1322,1,1003
1004,668,1322,1,1004
1005,843,1322,1,1005
1006,711,1325,1,1006
1007,723,1324,1,1007
1008,700,1369,1458,1008
1009,501,1329,1,1009
1010,584,1329,1,1010
1011,1365,1329,1,1011
1012,633,1331,1,1012
1013,703,1333,1,1013
1014,873,1332,2,1014
1015,433,1373,987,1015
1016,357,1338,1,1016
1017,846,1345,40,1017
1018,406,1343,1,1018
1019,489,1343,1,1019
1020,867,1344,2,1020
1021,453,1347,1,1021
1022,815,1363,455,1022
1023,125,1349,3,1023
1024,468,1351,1,1024
1025,1484,1373,518,1025
1026,746,1352,1,1026
1027,1378,1352,2,1027
1028,830,1355,1,1028
1029,512,1356,2,1029
1030,691,1356,1,1030
1031,760,1358,1,1031
1032,747,1386,553,1032
1033,773,1358,1,1033
1034,1125,1378,752,1034
1035,8,1377,173,1035
1036,85,1378,408,1036
1037,311,1361,1,1037
1038,324,1361,1,1038
1039,335,1360,1,1039
1040,142,1364,5,1040
1041,99,1367,1,1041
1042,423,1366,1,1042
1043,669,1366,1,1043
1044,787,1367,1,1044
1045,788,1387,381,1045
1046,238,1382,298,1046
1047,532,1369,1,1047
1048,545,1369,1,1048
1049,445,1439,2872,1049
1050,479,1372,1,1050
1051,724,1373,1,1051
1052,195,1420,1172,1052
1053,817,1419,1289,1053
1054,364,1381,1,1054
1055,490,1381,1,1055
1056,814,1381,1,1056
1057,499,1383,1,1057
1058,850,1387,1,1058
1059,42,1416,805,1059
1060,533,1389,1,1060
1061,658,1389,1,1061
1062,827,1388,1,1062
1063,996,1438,2329,1063
1064,10,1391,1,1064
1065,1399,1393,28,1065
1066,510,1392,1,1066
1067,320,1394,1,1067
1068,316,1453,1347,1068
1069,839,1395,2,1069
1070,1490,1394,1,1070
1071,896,1438,1158,1071
1072,128,1412,62,1072
1073,131,1402,1,1073
1074,1457,1432,840,1074
1075,636,1432,736,1075
1076,710,1407,1,1076
1077,679,1451,579,1077
1078,140,1409,5,1078
1079,944,1408,1,1079
1080,413,1411,1,1080
1081,506,1412,1,1081
1082,529,1455,1258,1082
1083,1166,1430,724,1083
1084,258,1455,1120,1084
1085,376,1415,1,1085
1086,666,1417,1,1086
1087,730,1447,603,1087
1088,971,1418,1,1088
1089,1498,1418,5,1089
1090,461,1420,1,1090
1091,599,1420,1,1091
1092,612,1420,1,1092
1093,392,1425,1,1093
1094,282,1426,1,1094
1095,535,1429,1,1095
1096,590,1428,1,1096
1097,283,1432,2,1097
1098,320,1433,1,1098
1099,343,1433,1,1099
1100,487,1433,1,1100
1101,487,1438,56,1101
1102,550,1432,1,1102
1103,972,1433,1,1103
1104,992,1435,2,1104
1105,543,1437,1,1105
1106,1013,1444,34,1106
1107,832,1440,1,1107
1108,478,1447,11,1108
1109,491,1462,121,1109
1110,1109,1459,392,1110
1111,9,1448,1,1111
1112,17,1473,558,1112
1113,22,1448,1,1113
1114,461,1449,20,1114
1115,91,1451,1,1115
1116,977,1473,603,1116
1117,1167,1476,541,1117
1118,1266,1450,1,1118
1119,1354,1458,34,1119
1120,368,1478,1067,1120
1121,469,1456,33,1121
1122,574,1452,1,1122
1123,587,1452,1,1123
1124,595,1452,1,1124
1125,615,1473,577,1125
1126,608,1452,1,1126
1127,1209,1476,832,1127
1128,1109,1454,4,1128
1129,635,1457,1,1129
1130,870,1457,2,1130
1131,1034,1457,2,1131
1132,549,1464,48,1132
1133,1008,1460,1,1133
1134,461,1465,24,1134
1135,1193,1463,3,1135
1136,318,1464,1,1136
1137,190,1478,300,1137
1138,844,1483,417,1138
1139,924,1484,483,1139
1140,618,1470,2,1140
1141,769,1484,276,1141
1142,1121,1485,398,1142
1143,612,1475,2,1143
1144,577,1488,208,1144
1145,679,1479,1,1145
1146,684,1490,247,1146
1147,692,1479,1,1147
1148,1439,1490,383,1148
1149,423,1491,184,1149
1150,532,1484,1,1150
1151,653,1484,1,1151
1152,666,1484,1,1152
1153,1458,1484,1,1153
1154,91,1486,1,1154
1155,766,1493,37,1155
1156,451,1489,1,1156
1157,325,1494,50,1157
1158,668,1490,1,1158
1159,813,1495,97,1159
1160,933,1494,20,1160
1161,1324,1490,1,1161
1162,1341,1493,7,1162
1163,1350,1494,16,1163
1164,1360,1495,9,1164
1165,264,1493,1,1165
1166,1302,1494,1,1166
1167,545,1497,1,1167
1168,524,1499,1,1168
1169,688,1499,1,1169
1170,694,1499,1,1170
1171,1342,1499,1,1171
1172,1456,1499,1,1172
