building_number,center_x,center_y,area_pixels,label_id
210,289,445,224,210
211,677,435,1,211
212,60,438,3,212
213,504,437,1,213
214,828,484,1042,214
215,573,442,1,215
216,45,444,2,216
217,673,481,1050,217
218,387,446,2,218
219,435,447,4,219
220,269,452,1,220
221,262,470,385,221
222,445,452,1,222
223,296,457,1,223
224,603,467,1,224
225,162,500,1153,225
226,312,495,641,226
227,547,473,2,227
228,577,473,1,228
229,737,501,649,229
230,1414,510,1389,230
231,1,474,2,231
232,631,476,1,232
233,3,478,1,233
234,5,479,1,234
235,353,481,7,235
236,36,506,772,236
237,432,484,1,237
238,434,484,2,238
239,315,489,1,239
240,433,489,2,240
241,452,489,1,241
242,412,517,692,242
243,218,495,1,243
244,113,552,2625,244
245,291,545,1046,245
246,212,499,1,246
247,548,546,1110,247
248,1490,514,206,248
249,206,509,1,249
250,443,511,1,250
251,388,558,1310,251
252,408,521,59,252
253,465,517,2,253
254,676,561,993,254
255,278,519,2,255
256,593,533,353,256
257,87,530,309,257
258,215,569,2885,258
259,284,522,2,259
260,338,555,703,260
261,601,526,1,261
262,189,532,1,262
263,499,558,793,263
264,242,535,1,264
265,431,536,3,265
266,738,573,857,266
267,633,569,1153,267
268,815,573,785,268
269,375,543,2,269
270,674,542,2,270
271,26,555,2,271
272,121,555,1,272
273,126,554,1,273
274,677,556,1,274
275,185,560,1,275
276,39,564,1,276
277,106,567,2,277
278,267,566,2,278
279,116,568,2,279
280,7,584,134,280
281,108,573,1,281
282,567,574,2,282
283,575,577,1,283
284,3,587,3,284
285,555,626,864,285
286,243,624,5568,286
287,622,631,569,287
288,662,631,483,288
289,227,625,1,289
290,443,626,1,290
291,148,631,1,291
292,504,717,2664,292
293,690,730,3329,293
294,101,736,3058,294
295,1385,720,1438,295
296,1016,723,1011,296
297,1138,762,1765,297
298,598,767,1125,298
299,557,767,555,299
300,576,752,2,300
301,1255,798,1275,301
302,749,834,1096,302
303,464,973,10773,303
304,1339,820,981,304
305,1109,822,722,305
306,957,820,519,306
307,585,837,1503,307
308,769,803,1,308
309,381,966,8138,309
310,927,829,479,310
311,751,811,2,311
312,774,812,2,312
313,1335,894,6514,313
314,674,854,643,314
315,862,849,1499,315
316,761,832,5,316
317,961,832,2,317
318,855,845,2,318
319,963,864,469,319
320,403,857,24,320
321,934,899,2635,321
322,745,918,3113,322
323,367,873,2,323
324,579,872,1,324
325,584,930,1297,325
326,792,873,1,326
327,773,881,2,327
328,769,883,1,328
329,847,911,1131,329
330,1360,883,4,330
331,540,900,359,331
332,599,887,2,332
333,620,1009,5021,333
334,1220,890,1,334
335,605,892,1,335
336,831,894,2,336
337,1128,1016,5465,337
338,754,904,1,338
339,866,906,3,339
340,788,909,1,340
341,927,908,3,341
342,884,921,244,342
343,361,917,1,343
344,530,939,483,344
345,795,991,3376,345
346,961,953,1669,346
347,1425,930,3,347
348,755,936,1,348
349,826,1077,3562,349
350,1395,938,1,350
351,1018,942,2,351
352,1362,1012,5144,352
353,576,961,1,353
354,734,1075,5082,354
355,529,1075,5457,355
356,1282,968,2,356
357,621,972,1,357
358,968,991,524,358
359,819,984,1,359
360,493,987,1,360
361,1298,988,2,361
362,664,1063,1641,362
363,732,1005,1,363
364,23,1123,2696,364
365,558,1012,1,365
366,16,1017,1,366
367,1327,1050,1117,367
368,57,1063,718,368
369,342,1033,3,369
370,784,1033,2,370
371,956,1150,5285,371
372,1166,1040,2,372
373,86,1063,515,373
374,1221,1050,1,374
375,124,1130,2274,375
376,884,1079,379,376
377,792,1080,318,377
378,119,1070,1,378
379,792,1073,1,379
380,207,1093,715,380
381,1081,1113,1135,381
382,1307,1132,2001,382
383,690,1102,544,383
384,715,1084,19,384
385,152,1159,1548,385
386,83,1132,904,386
387,591,1093,4,387
388,63,1164,1513,388
389,205,1098,2,389
390,184,1168,1381,390
391,304,1149,2970,391
392,1251,1127,416,392
393,220,1174,1358,393
394,656,1112,1,394
395,256,1116,1,395
396,1475,1143,602,396
397,641,1164,4508,397
398,923,1122,2,398
399,1371,1146,524,399
400,586,1133,4,400
401,1067,1206,2338,401
402,392,1291,6212,402
403,222,1147,2,403
404,289,1163,2,404
405,341,1168,1,405
406,611,1170,2,406
407,1397,1263,4502,407
408,311,1218,2053,408
409,118,1178,1,409
410,672,1179,1,410
411,562,1327,8566,411
412,1280,1217,2122,412
413,675,1203,1,413
414,489,1206,2,414
415,290,1247,1090,415
416,1366,1237,606,416
417,614,1231,666,417
418,477,1222,30,418
419,1153,1255,1263,419
420,67,1242,142,420
421,596,1233,1,421
422,933,1234,1,422
423,704,1272,916,423
424,108,1297,2608,424
425,54,1321,1729,425
426,244,1308,5085,426
427,472,1343,4365,427
428,614,1311,1409,428
429,1182,1250,1,429
430,269,1252,1,430
431,1484,1252,1,431
432,1238,1280,1030,432
433,48,1259,2,433
434,409,1259,1,434
435,8,1313,594,435
436,709,1264,1,436
437,163,1266,1,437
438,490,1269,1,438
439,458,1278,3,439
440,450,1285,1,440
441,493,1294,2,441
442,318,1308,1,442
443,728,1336,440,443
444,1464,1335,330,444
445,202,1331,9,445
446,206,1331,1,446
447,679,1373,1859,447
448,319,1339,1,448
449,689,1345,4,449
450,268,1390,3098,450
451,75,1355,1,451
452,7,1368,170,452
453,332,1363,1,453
454,345,1363,1,454
455,147,1385,743,455
456,50,1399,605,456
457,339,1381,1,457
458,606,1380,1,458
459,620,1380,1,459
460,1485,1419,394,460
461,211,1390,2,461
462,6,1405,136,462
463,100,1414,336,463
464,103,1398,1,464
465,52,1407,2,465
466,328,1408,1,466
467,58,1413,2,467
468,106,1414,2,468
469,533,1415,2,469
470,100,1419,2,470
471,852,1437,494,471
472,92,1424,1,472
473,48,1442,399,473
474,101,1430,1,474
475,450,1439,270,475
476,681,1430,1,476
477,94,1465,754,477
478,163,1470,721,478
479,248,1467,690,479
480,309,1466,1503,480
481,379,1472,1238,481
482,540,1472,776,482
483,670,1468,933,483
484,1428,1478,975,484
485,641,1457,1,485
486,20,1483,405,486
487,104,1459,1,487
488,439,1478,459,488
489,742,1477,512,489
490,55,1474,271,490
491,478,1478,629,491
492,164,1465,2,492
493,527,1467,1,493
494,1408,1466,1,494
495,142,1469,1,495
496,561,1469,4,496
497,1421,1469,1,497
498,437,1477,2,498
499,694,1479,3,499
500,164,1480,1,500
501,700,1481,1,501
502,168,1484,1,502
503,1478,1485,1,503
504,144,1489,3,504
505,194,1495,4,505
506,144,1498,9,506
507,29,1499,1,507
508,135,1499,1,508
509,154,1499,1,509
510,209,1499,1,510
511,747,1499,1,511
512,1421,1499,1,512
513,1464,1499,2,513
